"Date";"Heure_Debut";"Heure_Fin";"Matiere";"Type_Cours";"Groupe";"LOCATION";"Professeur"
2025-09-26;"11:30";"13:00";"Intro devops -";"CM";"";"SC101";NA
2025-09-26;"14:00";"15:30";"TSI -";"CM";"";"SC102";NA
2025-09-26;"15:45";"17:15";"TSI -";"CM";"";"SC102";NA
2025-09-29;"08:00";"09:30";"TG&GIT -";"CM";"";"SC102";NA
2025-09-29;"09:45";"11:15";"TG&GIT -";"TD";"";"TD012";NA
2025-09-29;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-09-29;"11:30";"13:00";"IWA -";"CTD";"";"TP6";NA
2025-09-29;"11:30";"13:00";"TG&GIT -";"TD";"";"TD012";NA
2025-09-29;"14:00";"15:30";"DI -";"CM";"";"SC101";NA
2025-09-29;"15:45";"17:15";"DI -";"CM";"";"SC101";NA
2025-09-29;"17:30";"19:00";NA;NA;NA;"";"(Exported :13/01/2026 12:46)"
2025-09-30;"08:00";"09:30";NA;NA;NA;"TP4";NA
2025-09-30;"08:00";"09:30";NA;NA;NA;"TP3";NA
2025-09-30;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-09-30;"11:30";"13:00";NA;NA;NA;"SC101";NA
2025-09-30;"14:00";"15:30";NA;NA;NA;"TP3";NA
2025-09-30;"15:45";"17:15";NA;NA;NA;"TP3";NA
2025-10-01;"08:00";"09:30";"IWA -";"CTD";"";"TP6";NA
2025-10-01;"09:45";"11:15";NA;NA;NA;"TP4";NA
2025-10-01;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-10-01;"11:30";"13:00";NA;NA;NA;"TP4";NA
2025-10-01;"14:00";"15:30";NA;NA;NA;"TP3";NA
2025-10-01;"14:00";"15:30";NA;NA;NA;"TD012";NA
2025-10-01;"15:45";"17:15";NA;NA;NA;"TD012";NA
2025-10-01;"15:45";"17:15";NA;NA;NA;"TP3";NA
2025-10-02;"09:45";"11:15";NA;NA;NA;"TP3";NA
2025-10-02;"09:45";"11:15";NA;NA;NA;"TP6";NA
2025-10-02;"11:30";"13:00";NA;NA;NA;"TP6";NA
2025-10-02;"11:30";"13:00";NA;NA;NA;"TP3";NA
2025-10-03;"08:00";"09:30";NA;NA;NA;"SC101";NA
2025-10-03;"08:00";"09:30";NA;NA;NA;"TP3";NA
2025-10-03;"09:45";"11:15";NA;NA;NA;"TP3";NA
2025-10-03;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-10-03;"11:30";"13:00";"TG&GIT -";"CM";"";"SC102";NA
2025-10-03;"14:00";"15:30";"IWA -";"TD";"";"TP6";NA
2025-10-03;"14:00";"15:30";"TG&GIT -";"TD";"";"TD012";NA
2025-10-03;"15:45";"17:15";"IWA -";"TD";"";"TP6";NA
2025-10-03;"15:45";"17:15";"TG&GIT -";"TD";"";"TD012";NA
2025-10-06;"09:00";"10:00";NA;NA;NA;"";NA
2025-10-06;"11:00";"13:00";"Pol'Innov challenge -";"TD";"";"TD115\,SC101\,TD013\,SC104\,SC003\,SC201\,SC004\,SC005\,SR121\,T
 D015";"(Exported :13/01/2026 12:46)"
2025-10-06;"14:00";"17:00";"Pol'Innov challenge -";"TD";"";"TD114\,SC003\,SC104\,SC201\,SC101\,SC004\,TD013\,TD015\,SC005\,T
 D115";NA
2025-10-07;"09:00";"12:00";"Pol'Innov challenge -";"TD";"";"TD114\,SC003\,SC104\,SC201\,SC101\,SC004\,TD013\,TD015\,SC005\,T
 D115";NA
2025-10-07;"14:00";"17:00";"Pol'Innov challenge -";"TD";"";"TD114\,SC003\,SC104\,SC201\,SC101\,SC004\,TD013\,TD015\,SC005\,T
 D115";NA
2025-10-08;"09:00";"12:00";"Pol'Innov challenge -";"TD";"";"TD114\,SC003\,SC104\,SC201\,SC101\,SC004\,TD013\,TD015\,SC005\,T
 D115";NA
2025-10-08;"14:00";"17:00";"Pol'Innov challenge -";"TD";"";"TD114\,SC003\,SC104\,SC201\,SC101\,SC004\,TD013\,TD015\,SC005\,T
 D115";NA
2025-10-09;"09:00";"12:00";"Pol'Innov challenge -";"TD";"";"TD114\,SC003\,SC104\,SC201\,SC101\,SC004\,TD013\,TD015\,SC005\,T
 D115";NA
2025-10-09;"13:00";"14:00";NA;NA;NA;"SC101";NA
2025-10-09;"14:00";"17:00";"Pol'Innov challenge -";"TD";"";"TD114\,SC003\,SC104\,SC201\,SC101\,SC004\,TD013\,TD015\,SC005\,T
 D115";NA
2025-10-10;"09:00";"12:00";NA;NA;NA;"TD013\,SC101\,SC004\,SC104\,SC201\,TD115\,SC003\,SC005\,TD114\,T
 D015";NA
2025-10-10;"14:00";"16:00";NA;NA;NA;"SC005\,SC101\,TD015\,SC004\,TD115\,SC003\,SC104\,TD114\,SC201\,T
 D013";NA
2025-10-10;"16:15";"17:45";NA;NA;NA;"";NA
2025-10-13;"08:00";"09:30";"Intro devops -";"CM";"";"SC102";NA
2025-10-13;"09:45";"11:15";"FP -";"TD";"";"TP3";NA
2025-10-13;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-10-13;"11:30";"13:00";"FP -";"TD";"";"TP3";NA
2025-10-13;"11:30";"13:00";"IWA -";"CTD";"";"TP6";NA
2025-10-13;"14:00";"15:30";"DI -";"CM";"";"SC101";NA
2025-10-13;"15:45";"17:15";"DI -";"CM";"";"SC101";NA
2025-10-14;"08:00";"09:30";"TG&GIT -";"CM";"";"SC102";NA
2025-10-14;"09:45";"11:15";"TG&GIT -";"TD";"";"TD012";NA
2025-10-14;"09:45";"11:15";"Intro devops -";"CM";"";"TP3";NA
2025-10-14;"11:30";"13:00";"TG&GIT -";"TD";"";"TD012";NA
2025-10-14;"11:30";"13:00";"Intro devops -";"CM";"";"TP3";NA
2025-10-14;"14:00";"15:30";"DI -";"CM";"";"SC102";NA
2025-10-14;"15:45";"17:15";"DI -";"CM";"";"SC102";NA
2025-10-15;"08:00";"09:30";"PR&D -";"TD";"";"TP4";NA
2025-10-15;"08:00";"09:30";"WEB SEM -";"CM";"";"TP3";NA
2025-10-15;"09:45";"11:15";"WEB SEM -";"CM";"";"TP3";NA
2025-10-15;"09:45";"11:15";"PR&D -";"TD";"";"TP4";NA
2025-10-15;"13:00";"14:00";NA;NA;NA;"TD012";"(Exported :13/01/2026 12:46)"
2025-10-15;"14:00";"15:30";"TG&GIT -";"TD";"";"TD012";NA
2025-10-15;"14:00";"15:30";"Données et IA";"CM";"";"TP4";NA
2025-10-15;"15:45";"17:15";"Données et IA";"CM";"";"TP5";NA
2025-10-15;"15:45";"17:15";NA;NA;NA;"TP4";NA
2025-10-16;"08:00";"09:30";NA;NA;NA;"SC101";NA
2025-10-16;"09:45";"11:15";"TG&GIT -";"TD";"";"TD012";NA
2025-10-16;"09:45";"11:15";NA;NA;NA;"TP3";NA
2025-10-16;"11:30";"13:00";NA;NA;NA;"TP6";NA
2025-10-16;"11:30";"13:00";NA;NA;NA;"TP3";NA
2025-10-16;"13:00";"20:00";NA;NA;NA;"";NA
2025-10-17;"08:00";"09:30";NA;NA;NA;"TP6";NA
2025-10-17;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-10-17;"11:30";"13:00";"TG&GIT -";"CM";"";"SC101";NA
2025-10-17;"14:00";"15:30";"IWA -";"TD";"";"TP6";NA
2025-10-17;"14:00";"15:30";"TG&GIT -";"TD";"";"TD012";NA
2025-10-17;"15:45";"17:15";"TG&GIT -";"TD";"";"TD012";NA
2025-10-17;"15:45";"17:15";"IWA -";"TD";"";"TP6";NA
2025-10-20;"08:00";"09:30";NA;NA;NA;"TD012";NA
2025-10-20;"08:00";"09:30";NA;NA;NA;"TP3";NA
2025-10-20;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-10-20;"09:45";"11:15";"FP -";"TD";"";"TP3";NA
2025-10-20;"11:30";"13:00";"IWA -";"CTD";"";"TP6";NA
2025-10-20;"11:30";"13:00";"FP -";"TD";"";"TP3";NA
2025-10-20;"14:00";"15:30";"DI -";"CM";"";"TD012";NA
2025-10-20;"15:45";"17:15";"DI -";"CM";"";"TD012";NA
2025-10-21;"08:00";"09:30";NA;NA;NA;"DO Ops";NA
2025-10-21;"08:00";"09:30";NA;NA;NA;"TP6";NA
2025-10-21;"09:45";"11:15";NA;NA;NA;"TD012";NA
2025-10-21;"11:30";"13:00";"TG&GIT -";"CM";"";"TD012";NA
2025-10-21;"14:00";"15:30";"Intro devops -";"CM";"";"DO Dev";NA
2025-10-21;"14:00";"15:30";"TG&GIT -";"TD";"";"TD012";NA
2025-10-21;"15:45";"17:15";"TG&GIT -";"TD";"";"TD012";NA
2025-10-21;"15:45";"17:15";"Intro devops -";"CM";"";"DO Dev";NA
2025-10-22;"08:00";"09:30";"Intro devops -";"CM";"";"TP4";NA
2025-10-22;"08:00";"09:30";"IWA -";"CTD";"";"TP6";NA
2025-10-22;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-10-22;"09:45";"11:15";"Intro devops -";"CM";"";"TP4";NA
2025-10-22;"11:30";"13:00";NA;NA;NA;"SC101";NA
2025-10-22;"14:00";"15:30";"Données et IA";"CM";"";"TP5";NA
2025-10-22;"14:00";"15:30";NA;NA;NA;"TD012";NA
2025-10-22;"15:45";"17:15";"Données et IA";"CM";"";"TP5";NA
2025-10-22;"15:45";"17:15";NA;NA;NA;"TD012";NA
2025-10-23;"08:00";"09:30";"TG&GIT -";"CM";"";"TD012";NA
2025-10-23;"09:45";"11:15";NA;NA;NA;"SC101";"DUCROCQ   ANTOINE"
2025-10-23;"11:30";"13:00";NA;NA;NA;"SC101";NA
2025-10-24;"08:00";"09:30";"TG&GIT -";"CM";"";"SC101";NA
2025-10-24;"09:45";"11:15";"WEB SEM -";"CM";"";"TP5";NA
2025-10-24;"09:45";"11:15";"TG&GIT -";"TD";"";"TD012";NA
2025-10-24;"11:30";"13:00";"TG&GIT -";"TD";"";"TD012";NA
2025-10-24;"11:30";"13:00";"WEB SEM -";"CM";"";"TP5";NA
2025-10-24;"14:00";"15:30";NA;NA;NA;"SC101";NA
2025-10-24;"15:45";"17:15";NA;NA;NA;"SC101";NA
2025-11-03;"08:00";"09:30";NA;NA;NA;"TP4";NA
2025-11-03;"08:00";"09:30";"Données et IA";"CM";"";"TP3";NA
2025-11-03;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-11-03;"09:45";"11:15";NA;NA;NA;"TD012";NA
2025-11-03;"11:30";"13:00";"Données et IA";"CM";"";"TP3";NA
2025-11-03;"11:30";"13:00";"IWA -";"CTD";"";"TP6";NA
2025-11-03;"14:00";"15:30";"IWA -";"CTD";"";"TP6";NA
2025-11-03;"14:00";"15:30";"Intro devops -";"CM";"";"TP3";NA
2025-11-03;"15:45";"17:15";"Intro devops -";"CM";"";"TP3";NA
2025-11-03;"15:45";"17:15";"IWA -";"CTD";"";"TP6";NA
2025-11-04;"08:00";"09:30";NA;NA;NA;"SC101";NA
2025-11-04;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-11-04;"11:30";"13:00";NA;NA;NA;"TD012";NA
2025-11-04;"14:00";"15:30";NA;NA;NA;"SC101";NA
2025-11-04;"15:45";"17:15";NA;NA;NA;"SC101";NA
2025-11-05;"08:00";"09:30";"Intro devops -";"CM";"";"TP3";NA
2025-11-05;"08:00";"09:30";NA;NA;NA;"TP6";NA
2025-11-05;"09:45";"11:15";NA;NA;NA;"TP6";NA
2025-11-05;"09:45";"11:15";"Intro devops -";"CM";"";"TP3";NA
2025-11-05;"11:30";"12:30";"O2 - Cryptographie";"Exam";"";"TD012";NA
2025-11-05;"14:00";"15:30";"WEB SEM -";"CM";"";"TP5";NA
2025-11-05;"14:00";"15:30";"IWA -";"TD";"";"TP6";NA
2025-11-05;"15:45";"17:15";"IWA -";"TD";"";"TP6";NA
2025-11-05;"15:45";"17:15";"WEB SEM -";"CM";"";"TP5";NA
2025-11-06;"08:00";"09:30";"FP -";"TD";"";"TP5";NA
2025-11-06;"08:00";"09:30";NA;NA;NA;"TD012";NA
2025-11-06;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-11-06;"11:30";"13:00";"FP -";"TD";"";"TP6";NA
2025-11-06;"11:30";"13:00";NA;NA;NA;"TP3";NA
2025-11-06;"14:00";"15:30";NA;NA;NA;"SC102";NA
2025-11-06;"15:45";"17:15";NA;NA;NA;"SC102";NA
2025-11-07;"08:00";"09:30";NA;NA;NA;"SC102";NA
2025-11-07;"09:45";"11:15";NA;NA;NA;"SC102";NA
2025-11-07;"11:30";"13:00";NA;NA;NA;"SC102";NA
2025-11-07;"14:00";"15:30";NA;NA;NA;"SC102";NA
2025-11-07;"15:45";"17:15";NA;NA;NA;"SC102";NA
2025-11-10;"08:00";"09:30";NA;NA;NA;"TP6";NA
2025-11-10;"08:00";"09:30";NA;NA;NA;"TP5";NA
2025-11-10;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-11-10;"09:45";"11:15";NA;NA;NA;"TP5";NA
2025-11-10;"11:30";"13:00";NA;NA;NA;"TP4";NA
2025-11-10;"11:30";"13:00";"IWA -";"CTD";"";"TP6";NA
2025-11-10;"14:00";"15:30";NA;NA;NA;"SC101";NA
2025-11-10;"15:45";"17:15";NA;NA;NA;"SC101";NA
2025-11-12;"08:00";"09:30";"IWA -";"CTD";"";"TP6";NA
2025-11-12;"08:00";"09:30";NA;NA;NA;"TP3";NA
2025-11-12;"09:45";"11:15";NA;NA;NA;"TP3";NA
2025-11-12;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-11-12;"11:30";"13:00";NA;NA;NA;"SC101";NA
2025-11-12;"14:00";"15:30";"DI -";"CM";"";"SC101";NA
2025-11-12;"15:45";"17:15";"DI -";"CM";"";"SC101";NA
2025-11-13;"08:00";"09:30";NA;NA;NA;"SC101";NA
2025-11-13;"09:45";"11:15";"WEB SEM -";"CM";"";"TP5";NA
2025-11-13;"11:15";"12:45";"WEB SEM -";"CM";"";"TP5";NA
2025-11-13;"13:00";"17:00";NA;NA;NA;"";NA
2025-11-14;"08:00";"09:30";NA;NA;NA;"SC101";NA
2025-11-14;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-11-14;"11:30";"13:00";"Gestion projet -";"CM";"";"SC102";NA
2025-11-14;"14:00";"15:30";"GP -";"TD";"";"TP5";NA
2025-11-14;"14:00";"15:30";"IWA -";"TD";"";"TP3";NA
2025-11-14;"15:45";"17:15";"GP -";"TD";"";"TP5";NA
2025-11-14;"15:45";"17:15";"IWA -";"TD";"";"TP6";NA
2025-11-17;"08:00";"09:30";NA;NA;NA;"SC102";NA
2025-11-17;"09:45";"11:15";"IWA -";"CTD";"";"TP6";NA
2025-11-17;"09:45";"11:15";"WEB SEM -";"CM";"";"TP3";NA
2025-11-17;"11:30";"13:00";"WEB SEM -";"CM";"";"TP3";NA
2025-11-17;"11:30";"13:00";"IWA -";"CTD";"";"TP6";NA
2025-11-17;"14:00";"15:30";"Intro quantique -";"CM";"";"TD012";NA
2025-11-17;"15:45";"17:15";"Intro quantique -";"CM";"";"TD012";NA
2025-11-18;"08:00";"09:30";NA;NA;NA;"TP3";NA
2025-11-18;"08:00";"09:30";NA;NA;NA;"TP4";NA
2025-11-18;"09:45";"11:15";NA;NA;NA;"TP5";NA
2025-11-18;"09:45";"11:15";NA;NA;NA;"TP4";NA
2025-11-18;"11:30";"13:00";NA;NA;NA;"TP4";NA
2025-11-18;"11:30";"13:00";NA;NA;NA;"TP6";NA
2025-11-18;"14:00";"15:30";"Intro quantique -";"CM";"";"SC101";NA
2025-11-18;"15:45";"17:15";"Intro quantique -";"CM";"";"TD012";NA
2025-11-19;"08:00";"09:30";"IWA -";"TD";"";"TP6";NA
2025-11-19;"09:45";"11:15";"IWA -";"TD";"";"TP6";NA
2025-11-19;"11:30";"13:00";NA;NA;NA;"SC102";NA
2025-11-19;"14:00";"15:30";NA;NA;NA;"SC101";NA
2025-11-19;"15:45";"17:15";NA;NA;NA;"SC101";NA
2025-11-20;"08:00";"13:00";NA;NA;NA;"SC102";"LOPEZ   LYSIANE"
2025-11-21;"08:00";"09:30";"Gestion projet -";"CM";"";"SC101";NA
2025-11-21;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-11-21;"11:30";"13:00";NA;NA;NA;"SC101";NA
2025-11-21;"14:00";"15:30";"IWA -";"TD";"";"TP6";NA
2025-11-21;"14:00";"15:30";NA;NA;NA;"TP3";NA
2025-11-21;"15:45";"17:15";"IWA -";"TD";"";"TP6";NA
2025-11-21;"15:45";"17:15";NA;NA;NA;"TP3";NA
2025-11-24;"08:00";"09:30";NA;NA;NA;"SC102";"PERRET DU CRAY   CATHERINE"
2025-11-24;"09:45";"11:15";"IWA -";"TD";"";"TP6";NA
2025-11-24;"09:45";"11:15";"WEB SEM -";"CM";"";"TP5";NA
2025-11-24;"11:30";"13:00";"WEB SEM -";"CM";"";"TP5";NA
2025-11-24;"11:30";"13:00";"IWA -";"TD";"";"TP6";NA
2025-11-24;"14:00";"15:30";NA;NA;NA;"SC101";NA
2025-11-24;"15:45";"17:15";NA;NA;NA;"SC101";NA
2025-11-25;"08:00";"09:30";NA;NA;NA;"TP4";NA
2025-11-25;"08:00";"09:30";"Intro quantique -";"TD";"";"TP3";NA
2025-11-25;"09:45";"11:15";"Intro quantique -";"TD";"";"TP3";NA
2025-11-25;"09:45";"11:15";"Données et IA";"CM";"";"TP6";NA
2025-11-25;"11:30";"13:00";NA;NA;NA;"TP4";NA
2025-11-25;"11:30";"13:00";"Données et IA";"CM";"";"TP6";NA
2025-11-25;"14:00";"15:30";"Intro quantique -";"TD";"";"TP3";NA
2025-11-25;"14:00";"15:30";NA;NA;NA;"TP4";NA
2025-11-25;"15:45";"17:15";NA;NA;NA;"TP4";NA
2025-11-25;"15:45";"17:15";"Intro quantique -";"TD";"";"TP3";NA
2025-11-26;"08:00";"09:30";"IWA -";"TD";"";"TP4";NA
2025-11-26;"08:00";"09:30";"Intro quantique -";"TD";"";"TP3";NA
2025-11-26;"09:45";"11:15";"IWA -";"TD";"";"TP6";NA
2025-11-26;"09:45";"11:15";"Intro quantique -";"TD";"";"TP3";NA
2025-11-26;"11:30";"13:00";"Gestion projet - CM - ";"TD";"";"SC102";NA
2025-11-26;"13:15";"14:45";NA;NA;NA;"TP4";NA
2025-11-26;"14:00";"15:30";NA;NA;NA;"TP3";NA
2025-11-26;"15:45";"17:15";NA;NA;NA;"TP3";NA
2025-11-26;"15:45";"17:15";NA;NA;NA;"TD012";NA
2025-11-27;"08:00";"09:30";NA;NA;NA;"TP6";NA
2025-11-27;"08:00";"09:30";"Données et IA";"CM";"";"TP5";NA
2025-11-27;"09:45";"11:15";NA;NA;NA;"TD012";NA
2025-11-27;"11:30";"13:00";NA;NA;NA;"TD012";NA
2025-11-28;"08:00";"09:30";"Données et IA";"CM";"";"TP3";NA
2025-11-28;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-11-28;"11:30";"13:00";NA;NA;NA;"SC101";NA
2025-11-28;"14:00";"15:30";"IWA -";"TD";"";"TP6";NA
2025-11-28;"14:00";"15:30";"Intro quantique -";"TD";"";"TP4";NA
2025-11-28;"15:45";"17:15";"IWA -";"TD";"";"TP6";NA
2025-11-28;"15:45";"17:15";"Intro quantique -";"TD";"";"TP4";NA
2025-12-01;"08:45";"10:15";NA;NA;NA;"TP6";"NAUROY   CHRISTOPHE"
2025-12-01;"08:45";"10:15";NA;NA;NA;"SC101";NA
2025-12-01;"10:30";"12:00";NA;NA;NA;"TP6";"NAUROY   CHRISTOPHE"
2025-12-01;"10:30";"12:00";NA;NA;NA;"SC101";NA
2025-12-01;"13:00";"14:30";NA;NA;NA;"SC101";NA
2025-12-01;"14:45";"16:15";NA;NA;NA;"SC101";NA
2025-12-01;"16:30";"18:00";NA;NA;NA;"SC101";NA
2025-12-02;"08:00";"09:30";"WEB SEM  - ";"Exam";"";"SC101";NA
2025-12-02;"09:45";"11:15";"Gestion projet -";"CM";"";"TP4";"(Exported :13/01/2026 12:46)"
2025-12-02;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-12-02;"11:30";"13:00";"Gestion projet -";"CM";"";"TP4";"(Exported :13/01/2026 12:46)"
2025-12-02;"11:30";"13:00";NA;NA;NA;"SC101";NA
2025-12-02;"14:00";"15:30";"Gestion projet -";"CM";"";"TP3";"(Exported :13/01/2026 12:46)"
2025-12-02;"14:00";"15:30";NA;NA;NA;"SC101";NA
2025-12-02;"15:45";"17:15";"Gestion projet -";"CM";"";"TP3";"(Exported :13/01/2026 12:46)"
2025-12-02;"15:45";"17:15";NA;NA;NA;"SC101";NA
2025-12-03;"08:30";"09:30";NA;NA;NA;"Classe Virtuelle (CV) EPUM\,SC202";"(Exported :13/01/2026 12:46)"
2025-12-03;"09:45";"11:15";NA;NA;NA;"SC101";NA
2025-12-03;"09:45";"11:15";NA;NA;NA;"TP6";NA
2025-12-03;"11:30";"13:00";NA;NA;NA;"TP6";NA
2025-12-03;"11:30";"13:00";NA;NA;NA;"SC101";NA
2025-12-03;"14:00";"15:30";"DI -";"CM";"";"SC102";"MOIGNET   PIERRE"
2025-12-03;"15:45";"17:15";"DI -";"CM";"";"SC102";"MOIGNET   PIERRE"
2025-12-04;"08:00";"09:30";NA;NA;NA;"TP6";NA
2025-12-04;"09:45";"11:15";NA;NA;NA;"TP6";NA
2025-12-04;"09:45";"11:15";NA;NA;NA;"TP3";NA
2025-12-04;"11:30";"13:00";NA;NA;NA;"TP6";NA
2025-12-04;"11:30";"13:00";NA;NA;NA;"TP3";NA
2025-12-04;"13:30";"16:30";NA;NA;NA;"SC001";NA
2025-12-04;"14:00";"15:30";NA;NA;NA;"TP5";NA
2025-12-04;"15:45";"17:15";NA;NA;NA;"TP5";NA
2025-12-05;"15:00";"20:00";NA;NA;NA;"";NA
2025-12-08;"11:30";"12:00";NA;NA;NA;"SC101";"LOPEZ   LYSIANE"
2025-12-08;"17:30";"18:30";NA;NA;NA;"Amphi Peytavin";"(Exported :13/01/2026 12:46)"
2025-12-11;"14:30";"15:30";NA;NA;NA;"SC002";"DEL BUCCHIA   BRICE"
2025-12-19;"08:00";"13:00";NA;NA;NA;"Le Nautilus";NA
2026-01-12;"14:00";"18:00";NA;NA;NA;"Classe Virtuelle (CV) EPUM";NA
2026-01-26;"16:45";"18:45";NA;NA;NA;"";NA
2026-01-28;"08:00";"18:00";NA;NA;NA;"TD012";"DEL BUCCHIA   BRICE"
2026-02-12;"09:00";"10:30";NA;NA;NA;"TD012";NA
2026-02-12;"10:45";"12:15";NA;NA;NA;"TD012";NA
2026-02-12;"13:15";"14:45";NA;NA;NA;"TD012";NA
2026-02-12;"14:45";"16:15";NA;NA;NA;"TD012";NA
2026-02-17;"08:00";"18:30";NA;NA;NA;"TP4";"(Exported :13/01/2026 12:46)"
2026-02-18;"08:00";"18:30";NA;NA;NA;"TD012";"(Exported :13/01/2026 12:46)"
2026-02-20;"08:00";"18:30";NA;NA;NA;"TD012";"(Exported :13/01/2026 12:46)"
2026-03-26;"14:00";"17:00";NA;NA;NA;"SC201";NA
2026-06-29;"08:00";"18:00";NA;NA;NA;"TD013\,TD012";"(Exported :13/01/2026 12:46)"
2026-06-30;"08:00";"18:00";NA;NA;NA;"TD013\,TD012";"(Exported :13/01/2026 12:46)"
2026-07-01;"08:00";"18:00";NA;NA;NA;"TD013\,TD012";"(Exported :13/01/2026 12:46)"
