intitule_cours,type_cours,groupe_eleve,code_cours,date,date_only,heure,jour_semaine,civilité,code_eleve,groupes
Anglais S7,TD,G1,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,22414922,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TP,G1,XA1S705C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 4ème année,22414922,"IG4-TD1, IG4-TP1, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22406136,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G1,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique 4ème année,22406136,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,23/09/2025 08:00,2025-09-23,08:00:00,mardi,Ingé Informatique 4ème année,22412601,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,23/09/2025 09:45,2025-09-23,09:45:00,mardi,Ingé Informatique 4ème année,22412601,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22201339,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,G2,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,22201339,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22202946,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,23/09/2025 08:00,2025-09-23,08:00:00,mardi,Ingé Informatique 4ème année,22410721,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TD,G2,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,22410721,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22415685,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique 4ème année,22208515,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22415343,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,22415343,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,25/11/2025 09:45,2025-11-25,09:45:00,mardi,Ingé Informatique 4ème année,22415343,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22201278,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TD,G2,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,22201278,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,G2,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,22201278,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22415441,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G1,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,22415441,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G1,XA1S735C,25/11/2025 09:45,2025-11-25,09:45:00,mardi,Ingé Informatique 4ème année,22415441,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique 4ème année,22509308,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,30/09/2025 09:45,2025-09-30,09:45:00,mardi,Ingé Informatique 4ème année,22509308,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique 4ème année,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,07/10/2025 08:00,2025-10-07,08:00:00,mardi,Ingé Informatique 4ème année,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,07/10/2025 09:45,2025-10-07,09:45:00,mardi,Ingé Informatique 4ème année,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,04/11/2025 08:00,2025-11-04,08:00:00,mardi,Ingé Informatique 4ème année,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TD,G2,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,G2,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G1,XA1S735C,04/11/2025 08:00,2025-11-04,08:00:00,mardi,Ingé Informatique 4ème année,22509153,"IG4-TD1, IG4-TP1, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22315558,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G1,XA1S735C,04/11/2025 08:00,2025-11-04,08:00:00,mardi,Ingé Informatique 4ème année,22315558,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G1,XA1S735C,04/11/2025 09:45,2025-11-04,09:45:00,mardi,Ingé Informatique 4ème année,22315558,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TD,G2,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,22407586,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,G2,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,22407586,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,G2,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,22407586,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22414467,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22414826,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22100944,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TD,G2,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,22206722,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,22206118,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G1,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,22206118,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,G1,XA1S735C,07/10/2025 08:00,2025-10-07,08:00:00,mardi,Ingé Informatique Echange ou Convention,22515128,"IG4-TD1, IG4-TP1, IG4-TOUS"
Fond.du machine learning,CMTD,G1,XA1S726C,27/11/2025 11:30,2025-11-27,11:30:00,jeudi,Ingé Informatique Echange ou Convention,22515128,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TP,G1,XA1S705C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique Echange ou Convention,22515128,"IG4-TD1, IG4-TP1, IG4-TOUS"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,22103475,"IG5-TOUS, IG5-Option 1 - SD"
GSI Gouvernance des SI,CM/CMTD,,XAIG910C,19/11/2025 14:00,2025-11-19,14:00:00,mercredi,Ingé Informatique 5ème année,22103475,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,22103475,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,Opt2,XAIG900C,19/09/2025 11:30,2025-09-19,11:30:00,vendredi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,Opt2,XAIG900C,01/10/2025 09:45,2025-10-01,09:45:00,mercredi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,13/10/2025 15:45,2025-10-13,15:45:00,lundi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,Opt2,XAIG915C,15/10/2025 08:00,2025-10-15,08:00:00,mercredi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,,XAIG94C,20/10/2025 08:00,2025-10-20,08:00:00,lundi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,,XAIG94C,21/10/2025 08:00,2025-10-21,08:00:00,mardi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,Opt2,XAIG900C,12/11/2025 09:45,2025-11-12,09:45:00,mercredi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,Opt2,XAIG915C,13/11/2025 11:15,2025-11-13,11:15:00,jeudi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
GP Gestion projets SCM,TD,Opt2,XAIG903C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,Opt2,XAIG900C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,Opt2,XAIG915C,17/11/2025 09:45,2025-11-17,09:45:00,lundi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,Opt2,XAIG900C,19/11/2025 09:45,2025-11-19,09:45:00,mercredi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
GSI Gouvernance des SI,CM/CMTD,,XAIG910C,19/11/2025 15:45,2025-11-19,15:45:00,mercredi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
Softskills,CMTD,Opt2,XAIG923C,01/12/2025 08:45,2025-12-01,08:45:00,lundi,Ingé Informatique 5ème année,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,,XAIG94C,21/10/2025 08:00,2025-10-21,08:00:00,mardi,Ingé Informatique 5ème année,22314949,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,Opt2,XAIG915C,17/11/2025 09:45,2025-11-17,09:45:00,lundi,Ingé Informatique 5ème année,22314949,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,22314558,"IG5-TOUS, IG5-Option 1 - SD"
Intro quantique groupe 1,TD,,XAIG904C,25/11/2025 15:45,2025-11-25,15:45:00,mardi,Ingé Informatique 5ème année,22314558,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,Opt1,XAIG900C,01/10/2025 08:00,2025-10-01,08:00:00,mercredi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,Opt1,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,13/11/2025 09:45,2025-11-13,09:45:00,jeudi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
Gestion projet  TDD BDD...,CM,,XAIG903C,26/11/2025 11:30,2025-11-26,11:30:00,mercredi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 5ème année,22004619,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,22110061,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,05/11/2025 15:45,2025-11-05,15:45:00,mercredi,Ingé Informatique 5ème année,22110061,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,24/11/2025 09:45,2025-11-24,09:45:00,lundi,Ingé Informatique 5ème année,22110061,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,24/11/2025 11:30,2025-11-24,11:30:00,lundi,Ingé Informatique 5ème année,22110061,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,22110061,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,22110061,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,13/10/2025 15:45,2025-10-13,15:45:00,lundi,Ingé Informatique 5ème année,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,,XAIG94C,20/10/2025 08:00,2025-10-20,08:00:00,lundi,Ingé Informatique 5ème année,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
DI EXAMEN Droit de l'informatique nouvelles techno,CM/CMTD,,XAIG924C,23/10/2025 09:45,2025-10-23,09:45:00,jeudi,Ingé Informatique 5ème année,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,Opt2,XAIG915C,13/11/2025 11:15,2025-11-13,11:15:00,jeudi,Ingé Informatique 5ème année,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
Softskills,CMTD,Opt2,XAIG923C,01/12/2025 08:45,2025-12-01,08:45:00,lundi,Ingé Informatique 5ème année,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,Opt2,XAIG915C,24/10/2025 09:45,2025-10-24,09:45:00,vendredi,Ingé Informatique 5ème année,22000838,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,Opt2,XAIG900C,19/11/2025 09:45,2025-11-19,09:45:00,mercredi,Ingé Informatique 5ème année,22000838,"IG5-TOUS, IG5-Option 2 - SECU"
GSI Gouvernance des SI,CM/CMTD,,XAIG910C,19/11/2025 15:45,2025-11-19,15:45:00,mercredi,Ingé Informatique 5ème année,22000838,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,Opt2,XAIG900C,21/11/2025 15:45,2025-11-21,15:45:00,vendredi,Ingé Informatique 5ème année,22000838,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,Opt1,XAIG900C,03/11/2025 09:45,2025-11-03,09:45:00,lundi,Ingé Informatique 5ème année,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,Opt1,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,22213710,"IG5-TOUS, IG5-Option 1 - SD"
GP Gestion projets SCM,TD,Opt1,XAIG903C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,22213710,"IG5-TOUS, IG5-Option 1 - SD"
Gestion projet  TDD BDD...,CM,,XAIG903C,26/11/2025 11:30,2025-11-26,11:30:00,mercredi,Ingé Informatique 5ème année,22213710,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt2,XAIG915C,24/10/2025 09:45,2025-10-24,09:45:00,vendredi,Ingé Informatique 5ème année,22313961,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,Opt2,XAIG900C,19/11/2025 09:45,2025-11-19,09:45:00,mercredi,Ingé Informatique 5ème année,22313961,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,Opt2,XAIG900C,21/11/2025 15:45,2025-11-21,15:45:00,vendredi,Ingé Informatique 5ème année,22313961,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,Opt1,XAIG900C,01/10/2025 08:00,2025-10-01,08:00:00,mercredi,Ingé Informatique 5ème année,22100205,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,13/11/2025 09:45,2025-11-13,09:45:00,jeudi,Ingé Informatique 5ème année,22100205,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,22100205,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,22100205,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,22100205,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,22100205,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 5ème année,22100205,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,Opt1,XAIG923C,03/12/2025 11:30,2025-12-03,11:30:00,mercredi,Ingé Informatique 5ème année,22100205,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,22008608,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,22008608,"IG5-TOUS, IG5-Option 1 - SD"
GSI Gouvernance des SI,CM/CMTD,,XAIG910C,19/11/2025 14:00,2025-11-19,14:00:00,mercredi,Ingé Informatique 5ème année,22008608,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,22008608,"IG5-TOUS, IG5-Option 1 - SD"
SSI Sécurité des Systèmes d'Information-crypto,CM/CMTD,,XAIG912C,17/09/2025 15:45,2025-09-17,15:45:00,mercredi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,23/09/2025 09:45,2025-09-23,09:45:00,mardi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,Opt1,XAIG915C,05/11/2025 15:45,2025-11-05,15:45:00,mercredi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,Opt1,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,Opt1,XAIG900C,17/11/2025 09:45,2025-11-17,09:45:00,lundi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
Gestion projet  TDD BDD...,CM,,XAIG903C,26/11/2025 11:30,2025-11-26,11:30:00,mercredi,Ingé Informatique 5ème année,22315332,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,,XAIG924C,20/10/2025 14:00,2025-10-20,14:00:00,lundi,Ingé Informatique 5ème année,22314899,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,,XAIG94C,21/10/2025 08:00,2025-10-21,08:00:00,mardi,Ingé Informatique 5ème année,22314899,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,Opt2,XAIG900C,17/11/2025 11:30,2025-11-17,11:30:00,lundi,Ingé Informatique 5ème année,22314899,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,Opt2,XAIG900C,01/10/2025 09:45,2025-10-01,09:45:00,mercredi,Ingé Informatique 5ème année,22307368,"IG5-TOUS, IG5-Option 2 - SECU"
GP Gestion projets SCM,TD,Opt2,XAIG903C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,22307368,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,Opt2,XAIG900C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,22307368,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,22214979,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,22214979,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,22214979,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,,XAIG924C,13/10/2025 15:45,2025-10-13,15:45:00,lundi,Ingé Informatique 5ème année,22214979,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,Opt1,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,22311131,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,Opt1,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,22311131,"IG5-TOUS, IG5-Option 1 - SD"
