code_cours,type_cours,date_only,heure,jour_semaine,code_civilité,groupe_eleve,code_eleve
XAIG94C,CM/CMTD,2025-10-21,08:00:00,mardi,DaMS5,,22103721
XAIG900C,CMTD,2025-11-12,09:45:00,mercredi,DaMS5,Opt2,22103721
XAIG915C,CMTD,2025-11-13,11:15:00,jeudi,DaMS5,Opt2,22103721
XAIG903C,TD,2025-11-14,14:00:00,vendredi,DaMS5,Opt2,22103721
XAIG900C,TD,2025-11-14,15:45:00,vendredi,DaMS5,Opt2,22103721
XAIG915C,CMTD,2025-11-17,09:45:00,lundi,DaMS5,Opt2,22103721
XAIG900C,TD,2025-11-19,09:45:00,mercredi,DaMS5,Opt2,22103721
XAIG910C,CM/CMTD,2025-11-19,15:45:00,mercredi,DaMS5,,22103721
XAIG923C,CMTD,2025-12-01,08:45:00,lundi,DaMS5,Opt2,22103721
XAIG94C,CM/CMTD,2025-10-21,08:00:00,mardi,DaMS5,,22314949
XAIG915C,CMTD,2025-11-17,09:45:00,lundi,DaMS5,Opt2,22314949
XAIG900C,TD,2025-11-21,14:00:00,vendredi,DaMS5,Opt1,22314558
XAIG904C,TD,2025-11-25,15:45:00,mardi,DaMS5,,22314558
XAIG900C,CMTD,2025-10-01,08:00:00,mercredi,DaMS5,Opt1,22004619
XAIG915C,CMTD,2025-10-24,11:30:00,vendredi,DaMS5,Opt1,22004619
XAIG900C,CMTD,2025-11-12,08:00:00,mercredi,DaMS5,Opt1,22004619
XAIG915C,CMTD,2025-11-13,09:45:00,jeudi,DaMS5,Opt1,22004619
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,22004619
XAIG900C,TD,2025-11-21,14:00:00,vendredi,DaMS5,Opt1,22004619
XAIG900C,TD,2025-11-26,08:00:00,mercredi,DaMS5,Opt1,22004619
XAIG903C,CM,2025-11-26,11:30:00,mercredi,DaMS5,,22004619
XAIG923C,CMTD,2025-12-02,14:00:00,mardi,DaMS5,Opt1,22004619
XAIG923C,CMTD,2025-12-02,15:45:00,mardi,DaMS5,Opt1,22004619
XAIG923C,CMTD,2025-12-03,09:45:00,mercredi,DaMS5,Opt1,22004619
XAIG915C,CMTD,2025-10-24,11:30:00,vendredi,DaMS5,Opt1,22110061
XAIG915C,CMTD,2025-11-05,15:45:00,mercredi,DaMS5,Opt1,22110061
XAIG900C,TD,2025-11-24,09:45:00,lundi,DaMS5,Opt1,22110061
XAIG915C,CMTD,2025-11-24,11:30:00,lundi,DaMS5,Opt1,22110061
XAIG923C,CMTD,2025-12-02,14:00:00,mardi,DaMS5,Opt1,22110061
XAIG923C,CMTD,2025-12-02,15:45:00,mardi,DaMS5,Opt1,22110061
XAIG924C,CM,2025-09-29,14:00:00,lundi,DaMS5,,22210011
XAIG924C,CM,2025-09-29,15:45:00,lundi,DaMS5,,22210011
XAIG924C,CM,2025-10-13,14:00:00,lundi,DaMS5,,22210011
XAIG924C,CM,2025-10-13,15:45:00,lundi,DaMS5,,22210011
XAIG94C,CM/CMTD,2025-10-20,08:00:00,lundi,DaMS5,,22210011
XAIG924C,CM/CMTD,2025-10-23,09:45:00,jeudi,DaMS5,,22210011
XAIG915C,CMTD,2025-11-13,11:15:00,jeudi,DaMS5,Opt2,22210011
XAIG923C,CMTD,2025-12-01,08:45:00,lundi,DaMS5,Opt2,22210011
XAIG915C,CMTD,2025-10-24,09:45:00,vendredi,DaMS5,Opt2,22000838
XAIG900C,TD,2025-11-19,09:45:00,mercredi,DaMS5,Opt2,22000838
XAIG910C,CM/CMTD,2025-11-19,15:45:00,mercredi,DaMS5,,22000838
XAIG900C,TD,2025-11-21,15:45:00,vendredi,DaMS5,Opt2,22000838
XAIG900C,CMTD,2025-11-03,09:45:00,lundi,DaMS5,Opt1,22213710
XAIG900C,CMTD,2025-11-12,08:00:00,mercredi,DaMS5,Opt1,22213710
XAIG900C,TD,2025-11-14,14:00:00,vendredi,DaMS5,Opt1,22213710
XAIG903C,TD,2025-11-14,15:45:00,vendredi,DaMS5,Opt1,22213710
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,22213710
XAIG900C,TD,2025-11-21,14:00:00,vendredi,DaMS5,Opt1,22213710
XAIG900C,TD,2025-11-26,08:00:00,mercredi,DaMS5,Opt1,22213710
XAIG903C,CM,2025-11-26,11:30:00,mercredi,DaMS5,,22213710
XAIG915C,CMTD,2025-10-24,09:45:00,vendredi,DaMS5,Opt2,22313961
XAIG900C,TD,2025-11-19,09:45:00,mercredi,DaMS5,Opt2,22313961
XAIG900C,TD,2025-11-21,15:45:00,vendredi,DaMS5,Opt2,22313961
XAIG900C,CMTD,2025-10-01,08:00:00,mercredi,DaMS5,Opt1,22100205
XAIG915C,CMTD,2025-11-13,09:45:00,jeudi,DaMS5,Opt1,22100205
XAIG900C,TD,2025-11-21,14:00:00,vendredi,DaMS5,Opt1,22100205
XAIG900C,TD,2025-11-26,08:00:00,mercredi,DaMS5,Opt1,22100205
XAIG923C,CMTD,2025-12-02,14:00:00,mardi,DaMS5,Opt1,22100205
XAIG923C,CMTD,2025-12-02,15:45:00,mardi,DaMS5,Opt1,22100205
XAIG923C,CMTD,2025-12-03,09:45:00,mercredi,DaMS5,Opt1,22100205
XAIG923C,CMTD,2025-12-03,11:30:00,mercredi,DaMS5,Opt1,22100205
XAIG915C,CMTD,2025-10-24,11:30:00,vendredi,DaMS5,Opt1,22008608
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,22008608
XAIG910C,CM/CMTD,2025-11-19,14:00:00,mercredi,DaMS5,,22008608
XAIG900C,TD,2025-11-21,14:00:00,vendredi,DaMS5,Opt1,22008608
XAIG912C,CM/CMTD,2025-09-17,15:45:00,mercredi,DaMS5,,22315332
XAIG900C,TD,2025-09-23,09:45:00,mardi,DaMS5,Opt1,22315332
XAIG915C,CMTD,2025-10-24,11:30:00,vendredi,DaMS5,Opt1,22315332
XAIG915C,CMTD,2025-11-05,15:45:00,mercredi,DaMS5,Opt1,22315332
XAIG900C,CMTD,2025-11-12,08:00:00,mercredi,DaMS5,Opt1,22315332
XAIG900C,TD,2025-11-14,14:00:00,vendredi,DaMS5,Opt1,22315332
XAIG900C,CMTD,2025-11-17,09:45:00,lundi,DaMS5,Opt1,22315332
XAIG900C,TD,2025-11-26,08:00:00,mercredi,DaMS5,Opt1,22315332
XAIG903C,CM,2025-11-26,11:30:00,mercredi,DaMS5,,22315332
XAIG924C,CM,2025-10-20,14:00:00,lundi,DaMS5,,22314899
XAIG94C,CM/CMTD,2025-10-21,08:00:00,mardi,DaMS5,,22314899
XAIG900C,CMTD,2025-11-17,11:30:00,lundi,DaMS5,Opt2,22314899
XAIG900C,CMTD,2025-10-01,09:45:00,mercredi,DaMS5,Opt2,22307368
XAIG903C,TD,2025-11-14,14:00:00,vendredi,DaMS5,Opt2,22307368
XAIG900C,TD,2025-11-14,15:45:00,vendredi,DaMS5,Opt2,22307368
XAIG924C,CM,2025-09-29,14:00:00,lundi,DaMS5,,22214979
XAIG924C,CM,2025-09-29,15:45:00,lundi,DaMS5,,22214979
XAIG924C,CM,2025-10-13,14:00:00,lundi,DaMS5,,22214979
XAIG924C,CM,2025-10-13,15:45:00,lundi,DaMS5,,22214979
XAIG915C,CMTD,2025-10-24,11:30:00,vendredi,DaMS5,Opt1,22311131
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,22311131
XAIG900C,CMTD,2025-10-01,09:45:00,mercredi,DaMS5,Opt2,22314124
XAIG915C,CMTD,2025-10-24,09:45:00,vendredi,DaMS5,Opt2,22314124
XAIG900C,CMTD,2025-11-12,09:45:00,mercredi,DaMS5,Opt2,22314124
XAIG900C,TD,2025-11-14,15:45:00,vendredi,DaMS5,Opt2,22314124
XAIG900C,TD,2025-11-19,09:45:00,mercredi,DaMS5,Opt2,22314124
XAIG910C,CM/CMTD,2025-11-19,15:45:00,mercredi,DaMS5,,22314124
XAIG900C,TD,2025-11-21,15:45:00,vendredi,DaMS5,Opt2,22314124
XAIG900C,TD,2025-09-23,09:45:00,mardi,DaMS5,Opt1,22103345
XAIG915C,CMTD,2025-10-24,11:30:00,vendredi,DaMS5,Opt1,22103345
XAIG915C,CMTD,2025-11-05,15:45:00,mercredi,DaMS5,Opt1,22103345
XAIG904C,TD,2025-11-25,15:45:00,mardi,DaMS5,,22103345
XAIG900C,CMTD,2025-09-19,14:00:00,vendredi,DaMS5,Opt1,21907395
XAIG900C,TD,2025-09-23,09:45:00,mardi,DaMS5,Opt1,21907395
XAIG924C,CM,2025-09-29,14:00:00,lundi,DaMS5,,21907395
XAIG924C,CM,2025-09-29,15:45:00,lundi,DaMS5,,21907395
XAIG900C,CMTD,2025-10-01,08:00:00,mercredi,DaMS5,Opt1,21907395
XAIG924C,CM,2025-10-14,14:00:00,mardi,DaMS5,,21907395
XAIG924C,CM,2025-10-14,15:45:00,mardi,DaMS5,,21907395
XAIG915C,CMTD,2025-10-15,09:45:00,mercredi,DaMS5,Opt1,21907395
XAIG925C,CM/CMTD,2025-10-17,09:45:00,vendredi,DaMS5,,21907395
XAIG924C,CM,2025-10-20,14:00:00,lundi,DaMS5,,21907395
XAIG915C,CMTD,2025-10-24,11:30:00,vendredi,DaMS5,Opt1,21907395
XAIG900C,CMTD,2025-11-12,08:00:00,mercredi,DaMS5,Opt1,21907395
XAIG915C,CMTD,2025-11-13,09:45:00,jeudi,DaMS5,Opt1,21907395
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,21907395
XAIG900C,TD,2025-11-21,14:00:00,vendredi,DaMS5,Opt1,21907395
XAIG900C,TD,2025-11-26,08:00:00,mercredi,DaMS5,Opt1,21907395
XAIG903C,CM,2025-11-26,11:30:00,mercredi,DaMS5,,21907395
XAIG923C,CMTD,2025-12-02,14:00:00,mardi,DaMS5,Opt1,21907395
XAIG923C,CMTD,2025-12-02,15:45:00,mardi,DaMS5,Opt1,21907395
XAIG923C,CMTD,2025-12-03,09:45:00,mercredi,DaMS5,Opt1,21907395
XAIG915C,CMTD,2025-11-05,15:45:00,mercredi,DaMS5,Opt1,22111311
XAIG923C,CMTD,2025-12-02,14:00:00,mardi,DaMS5,Opt1,22111311
XAIG923C,CMTD,2025-12-02,15:45:00,mardi,DaMS5,Opt1,22111311
XAIG900C,CMTD,2025-09-25,09:45:00,jeudi,DaMS5,Opt2,22105820
XAIG94C,CM/CMTD,2025-09-26,08:00:00,vendredi,DaMS5,,22105820
XAIG924C,CM,2025-09-29,14:00:00,lundi,DaMS5,,22105820
XAIG924C,CM,2025-09-29,15:45:00,lundi,DaMS5,,22105820
XAIG924C,CM,2025-10-13,14:00:00,lundi,DaMS5,,22105820
XAIG924C,CM,2025-10-20,14:00:00,lundi,DaMS5,,22105820
XAIG94C,CM/CMTD,2025-10-21,08:00:00,mardi,DaMS5,,22105820
XAIG915C,CMTD,2025-11-05,14:00:00,mercredi,DaMS5,Opt2,22105820
XAIG900C,TD,2025-11-14,15:45:00,vendredi,DaMS5,Opt2,22105820
XAIG900C,TD,2025-11-21,15:45:00,vendredi,DaMS5,Opt2,22105820
XAIG912C,CM/CMTD,2025-09-17,15:45:00,mercredi,DaMS5,,22415216
XAIG900C,CMTD,2025-09-19,14:00:00,vendredi,DaMS5,Opt1,22415216
XAIG900C,CMTD,2025-11-12,08:00:00,mercredi,DaMS5,Opt1,22415216
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,22415216
XAIG915C,CMTD,2025-11-05,14:00:00,mercredi,DaMS5,Opt2,22308428
XAIG900C,TD,2025-11-19,09:45:00,mercredi,DaMS5,Opt2,22308428
XAIG900C,TD,2025-11-26,09:45:00,mercredi,DaMS5,Opt2,22308428
XAIG924C,CM,2025-09-29,14:00:00,lundi,DaMS5,,22100824
XAIG924C,CM,2025-09-29,15:45:00,lundi,DaMS5,,22100824
XAIG924C,CM,2025-10-13,14:00:00,lundi,DaMS5,,22100824
XAIG924C,CM,2025-10-13,15:45:00,lundi,DaMS5,,22100824
XAIG94C,CM/CMTD,2025-10-20,08:00:00,lundi,DaMS5,,22100824
XAIG94C,CM/CMTD,2025-10-21,08:00:00,mardi,DaMS5,,22100824
XAIG900C,CMTD,2025-11-12,09:45:00,mercredi,DaMS5,Opt2,22100824
XAIG903C,TD,2025-11-14,14:00:00,vendredi,DaMS5,Opt2,22100824
XAIG900C,TD,2025-11-14,15:45:00,vendredi,DaMS5,Opt2,22100824
XAIG915C,CMTD,2025-11-17,09:45:00,lundi,DaMS5,Opt2,22100824
XAIG900C,TD,2025-11-21,15:45:00,vendredi,DaMS5,Opt2,22100824
XAIG923C,CMTD,2025-12-01,08:45:00,lundi,DaMS5,Opt2,22100824
XAIG924C,CM,2025-10-20,14:00:00,lundi,DaMS5,,22100113
XAIG900C,CMTD,2025-11-17,11:30:00,lundi,DaMS5,Opt2,22100113
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,22108900
XAIG900C,TD,2025-11-26,08:00:00,mercredi,DaMS5,Opt1,22108900
XAIG923C,CMTD,2025-12-02,14:00:00,mardi,DaMS5,Opt1,22108900
XAIG923C,CMTD,2025-12-02,15:45:00,mardi,DaMS5,Opt1,22108900
XAIG923C,CMTD,2025-12-03,09:45:00,mercredi,DaMS5,Opt1,22108900
XAIG923C,CMTD,2025-12-03,11:30:00,mercredi,DaMS5,Opt1,22108900
XAIG924C,CM,2025-09-29,14:00:00,lundi,DaMS5,,22211439
XAIG924C,CM,2025-09-29,15:45:00,lundi,DaMS5,,22211439
XAIG924C,CM,2025-10-13,14:00:00,lundi,DaMS5,,22211439
XAIG924C,CM,2025-10-13,15:45:00,lundi,DaMS5,,22211439
XAIG900C,TD,2025-11-14,15:45:00,vendredi,DaMS5,Opt2,22211439
XAIG923C,CMTD,2025-12-01,08:45:00,lundi,DaMS5,Opt2,22211439
XAIG915C,CMTD,2025-11-05,15:45:00,mercredi,DaMS5,Opt1,22315120
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,22315120
XAIG923C,CMTD,2025-12-02,14:00:00,mardi,DaMS5,Opt1,22315120
XAIG923C,CMTD,2025-12-02,15:45:00,mardi,DaMS5,Opt1,22315120
XAIG923C,CMTD,2025-12-03,09:45:00,mercredi,DaMS5,Opt1,22315120
XAIG923C,CMTD,2025-12-03,11:30:00,mercredi,DaMS5,Opt1,22315120
XAIG900C,CMTD,2025-11-03,09:45:00,lundi,DaMS5,Opt1,22212018
XAIG900C,TD,2025-11-05,14:00:00,mercredi,DaMS5,Opt1,22212018
XAIG900C,CMTD,2025-11-10,09:45:00,lundi,DaMS5,Opt1,22212018
XAIG900C,CMTD,2025-11-12,08:00:00,mercredi,DaMS5,Opt1,22212018
XAIG900C,CMTD,2025-11-17,09:45:00,lundi,DaMS5,Opt1,22212018
XAIG903C,CM,2025-11-26,11:30:00,mercredi,DaMS5,,22212018
XAIG924C,CM,2025-10-14,14:00:00,mardi,DaMS5,,22313692
XAIG924C,CM,2025-10-14,15:45:00,mardi,DaMS5,,22313692
XAIG925C,CM/CMTD,2025-10-17,09:45:00,vendredi,DaMS5,,22313692
XAIG900C,TD,2025-11-19,08:00:00,mercredi,DaMS5,Opt1,22313692
XAIG900C,TD,2025-11-26,08:00:00,mercredi,DaMS5,Opt1,22313692
XAIG923C,CMTD,2025-12-02,14:00:00,mardi,DaMS5,Opt1,22313692
XAIG923C,CMTD,2025-12-02,15:45:00,mardi,DaMS5,Opt1,22313692
XA1S735C,TD,2025-09-09,08:00:00,mardi,DaMS4,G1,22515236
XA1S735C,TD,2025-09-09,09:45:00,mardi,DaMS4,G1,22515236
XA1S735C,TD,2025-09-23,08:00:00,mardi,DaMS4,G1,22515236
XA1S735C,TD,2025-09-23,09:45:00,mardi,DaMS4,G1,22515236
XA1S735C,TD,2025-09-30,08:00:00,mardi,DaMS4,G1,22515236
XA1S735C,TD,2025-09-30,09:45:00,mardi,DaMS4,G1,22515236
XA1S705C,TP,2025-12-03,09:45:00,mercredi,DaMS4,G1,22515236
XA1S735C,TD,2025-10-07,08:00:00,mardi,DaMS4,G1,22515128
XA1S726C,CMTD,2025-11-27,11:30:00,jeudi,DaMS4,G1,22515128
XA1S705C,TP,2025-12-03,09:45:00,mercredi,DaMS4,G1,22515128
